ID,ZNF552,KDM4B,CCNA2,LRIG1,PREX1,FUT8,C4orf34,TTC39A,ASPM,SLC43A3,MEX3A,SEMA3C,E2F1,STC2,FMNL2,LMO4,DTWD2,MED13L,NTN4,CSRP2,hsa-mir-17,hsa-mir-590,hsa-mir-505,hsa-mir-130b,hsa-mir-106b,hsa-mir-20a,hsa-mir-106a,hsa-mir-197,hsa-mir-1301,hsa-mir-186,hsa-mir-93,hsa-let-7d,hsa-mir-532,hsa-mir-146a,ER-alpha,GATA3,ASNS,Cyclin_B1,AR,Cyclin_E1,JNK2,PR,INPP4B
A1AI,3.27831824352412,5.38033251944625,5.94562611270587,6.28701224737552,5.64713480507126,5.27110861711798,3.10101249398247,4.97976282877453,6.5610937441662,7.37538215080416,8.07028774833361,5.45058618878609,4.82546555551218,4.93101170223855,6.75389797479867,8.18360290112561,3.11026116011,7.51577922838265,4.82920447656513,5.38351444078691,10.582646211841,6.07256007667203,7.68151805846216,5.3595899635748,10.3328509060742,8.66806974216142,6.39630174193132,10.6996235738464,6.03580152666191,9.64461076933744,13.5072931970702,10.2778384771446,10.7084093612073,9.54676344593929,-2.65015621588368,-1.50027382393124,1.03280846591394,0.715216222460233,-1.19571033360197,1.19900545204972,-0.479068443001507,-0.944847722609338,-0.909587744377587
A14X,4.26840138488219,5.94539819557567,5.27571873227839,6.65805320807677,5.90946861545163,4.75661023911702,5.59584756413993,6.12120882287788,5.36252196203191,8.55370550508795,6.03499936486625,3.61359944610031,4.44245185310377,5.07589129641926,4.71503300167783,6.22925481938216,3.01127084133675,6.8032347622804,4.13565782348124,3.48328382746701,10.726262689735,5.80443113637856,6.7975883012217,5.66099903291484,9.6353236769585,8.84758351555917,5.90123356937549,10.0812894014992,4.2375590926403,9.62634089028984,12.3694881537534,9.61211109956424,10.9780176420998,8.65280725046385,-1.96298054141171,-1.85307166221335,0.426055029004168,0.380071001057769,-0.689314239701306,0.606190831268349,-0.207810748455598,0.544413388434384,-0.324284691406416
A12V,4.48757420403384,5.36898240637676,4.72297986046727,6.68684550041341,6.92497181364909,5.12372565186662,4.18586232823672,5.50539684859554,5.69605301463357,7.26800295253049,6.16487098617735,5.92877209784458,5.33074693686728,4.60836268438522,6.99642724750985,9.06864818307064,2.82292584618031,6.98851815934056,5.26889829663341,4.13314600541744,9.04717881708812,5.62959163518826,7.99090094804958,5.25922318524314,10.0001419727393,7.36927673070805,4.88656428823485,9.55332088011965,5.7843142299869,9.13449180167843,11.9269261169722,9.75081560851386,10.1172041803707,9.52920506509785,-3.20606787772688,-1.2641710562667,0.296446437553466,0.465917030604287,-1.14904358695139,0.401388232578939,-0.409954820342031,-0.783513508813816,-0.761022551854298
A1AY,3.57877197425561,6.03344343737843,5.8750158635406,6.79577667149382,4.45641315582572,4.431233618771,4.71444816362709,3.14255223584632,8.08620465536576,7.0404615197057,8.59481487182947,6.57707169671642,5.23281453390769,6.57645575222507,5.56139421536288,8.68400604140091,3.2699235788857,7.90293064009595,4.43482674233661,7.2698451864581,10.5584120796327,4.71591207129413,6.64191148985035,5.69515351112733,10.5269426514951,9.08048450358998,4.71591207129413,8.45184680079276,4.4773999845944,8.97249145499062,14.2399779865004,9.51391319645718,10.2925493760576,7.98323383553102,-3.28490501830293,-1.40221856091444,0.651692296851314,1.57129275968716,-1.20008691623018,0.910325124585938,-0.32158392449262,-0.839439647348277,-0.737321984861798
A0D0,2.00831091691681,5.07819882573682,6.28191005753035,6.33056395577832,4.55793159670451,3.21642070512814,2.0509091365737,3.34936210739885,6.61386503523063,6.32499165100798,6.97375469723156,5.3410595934326,6.17316710549135,5.04257956227558,5.43317571163647,6.61652647807881,1.78256857790563,6.59898940618587,5.46174212953716,4.34620983645571,11.7984041663426,5.49996826199078,7.72813840446905,6.01291951779655,10.5783439835984,10.0569693596111,7.3949222378316,10.2668135204757,5.59409043935533,9.22513343606283,13.9388535412652,10.8416182589216,9.83721430227587,7.47131805723404,-3.88669627983066,-1.61838391036456,0.617713725594878,1.69528688931425,-1.22519128681841,2.40177034216687,-0.607570439869437,-1.01382129941856,-1.00022571387895
A0SK,2.30815624024242,5.85182105310986,6.38937856677035,5.55482381246442,5.9387593832877,4.57564005374243,5.11721736220675,3.77757658220946,6.54090971421179,7.79719296964206,8.17669080012267,2.95349919929981,6.66501861799984,5.49579461018037,6.27102477811759,6.23569873351849,2.11797611562241,7.64399800721012,1.55370567904776,5.87679392312498,11.8915584669038,4.90899846949085,6.1313908908273,7.80742748635118,11.5588323952202,10.4473405836957,8.01176463516124,9.02008836966985,5.41595845821074,9.14801768021894,13.6662471272884,10.4113126918438,8.61591349042743,4.89202539088714,-3.72014185566481,-2.08640103840338,1.15604384930481,1.22306293542925,-1.22437167234278,1.8614554270375,-0.518246040727472,-0.748829122534489,-0.720973257944588
A128,4.22626888863189,5.69355353785945,5.18859344103687,5.66217350132311,7.25849855832795,4.40087334960564,4.86035075645206,4.48173392677858,6.05809721093649,6.30615772621312,6.81396201183666,5.69194821635478,4.87103046995652,5.58789791676648,6.22251320785023,7.2889489141026,2.78444570879147,7.10712557755096,6.13955784857226,3.72314098002298,8.0107330493252,3.02762766814105,3.86299696636825,3.58402101666544,8.31012561819988,7.23631628684465,3.37757013919801,6.59599365833151,1.99905851594428,6.86892992212199,11.3720976464047,8.1888830748243,8.31592832100861,5.02053824335473,-2.33325501865516,-1.57182535561574,0.830670531910832,-0.230087146654405,-1.15206968153273,0.652097501223743,-0.120605736583145,-0.577620942543332,-1.0056156412166
A04D,3.0895977742373,6.00743849026973,6.38929822489894,6.33837521347288,3.67933978978241,3.85874683165859,4.06935187468984,4.89082693683487,6.94608341444312,6.36270580082126,9.26261604459574,4.05963400885453,6.78080694960543,2.98786496648467,5.99328801529774,9.94372319407768,3.14316230480848,5.85526434701478,4.24131403812149,6.94174433999312,11.3619511177885,6.34080933338474,8.25182444284445,5.5312399902617,10.1775761033645,9.70374815271801,7.63232611537601,10.5326935874032,5.18190573803368,10.7974220075701,14.9458002086751,11.3782131164687,10.3924269756884,7.12650749937459,-3.62749239063029,-2.05645079165123,0.968812243235454,0.784797993070307,-1.55511238090174,1.04591421743358,-0.406609893500562,-0.857972648809199,-0.672153339456624
A0A7,5.89289955332098,5.28672984314468,5.12758803055227,5.94332222604952,7.19214483650567,5.38978300905685,6.55201383335847,6.43215144420627,4.51349661113515,5.65839739978318,2.56890885498257,7.03622645170512,4.60725005171828,3.91623959484711,5.42879600535021,5.29018165344555,3.00171447571608,6.47524527885775,6.1749341126094,2.71987826492529,9.14049192659309,5.75443349428601,5.60375458178834,3.96485327395638,8.05231611520672,7.52556822843086,4.90165944746919,8.19970491201947,4.1931222616295,8.87585997803713,12.3604792101913,8.80279651584741,9.86968140310801,8.59545844023325,-2.92304322355244,-1.24731497185678,0.100447355619223,0.0974098664147444,-0.523920594052349,-0.0705189440160741,-0.0640352948083711,-0.898863991524449,-0.731711489687624
A094,3.80065619970122,5.7888420250216,5.11544364145057,6.66398347383351,6.68859773900309,5.8656409882374,5.78529679624596,6.20436614443258,5.33849943680572,5.33486622105426,1.13629480176792,7.04939547281788,4.24713137860376,3.62536608681748,6.43905035015043,5.84441058418441,4.12342664718114,6.98865015926936,4.8167206378614,4.5357940880695,9.02826388325902,5.58303834808159,6.38420939851582,5.37924314562247,8.47196384058391,7.74429848839677,4.73849286671557,8.84589276576209,5.93404367583338,8.76443613396785,12.9063156388411,10.0254852704077,10.6153398361668,7.64848270098297,-1.64480493388155,-0.982494576228314,0.913141877106617,0.991007999219094,-0.411386145856909,0.430925503465439,-0.334141547478085,-0.665322796611796,-0.486065503922676
A12L,4.0839425112435,7.23911170182318,6.30843798288497,6.55515701402435,5.8270680947615,5.27650977636585,4.96213364235725,5.51954500547131,6.65762062832558,6.64446429850962,6.72435857262978,7.73831074548254,5.01995473067838,2.98340180701899,5.89559843986766,5.89250607988213,3.41264702308514,6.82023227833767,6.60096742894739,4.84970669216869,10.177084336525,4.20927872086133,7.11914088300114,4.35083286507535,9.71035666276696,8.01131200265074,5.79424122158249,8.55700281662603,5.35755872826366,7.7087136890774,11.7998850613669,10.1149293550348,10.0274820198817,7.81271388165397,-3.20317167914917,-0.994097587462429,0.757451320810689,1.00121242004006,1.34824747772691,0.4798710874153,-0.459568866267926,-1.14318055011814,-0.0223631517978449
A0I9,6.0448147322403,5.84574615251204,5.05810623027987,7.04896254962897,8.01172868838874,5.30170745193938,6.76693237208287,6.33592903392681,5.85508513786874,4.32302594908155,5.39796395099785,6.34171769907603,5.49621858956899,5.22020930953137,3.8525359309169,5.5070774314565,4.07595469284039,7.93855709562053,6.70293472534036,2.05314265124465,8.3757367354881,4.57933442222864,4.70910229719897,4.85644401327416,9.43379950568702,7.04338759860632,4.31969060559562,8.63652982381019,4.73979909442189,8.85381535471354,11.9995671315763,9.17064775510219,9.483393427054,6.83172158386293,0.42356404586738,1.24720612847338,-0.221712764023294,0.147631371748291,-0.535514432360857,-0.10311767818958,-0.0024755313164208,-1.02493653353326,0.803909368604145
A0EE,4.21579513822348,4.786426365678,5.49080164329572,7.23865137607991,3.54701294447581,4.90031410484035,7.09279458900984,5.52012231847987,5.73944568714257,6.34420459143579,3.57117587380503,6.83120236294653,4.62843778625082,5.09287821644984,4.51778980267363,7.9971507166784,4.79157742084136,5.32255494427756,5.22502998666412,6.33892202746889,10.0968211134377,5.61332268402033,7.6104799342515,5.13243263744686,9.23658493906814,8.31986628874391,6.54945050085394,9.2457741105228,3.98219000186625,9.87907614551542,13.0154115331312,10.4243243585794,10.4428207021968,8.44641197921873,-2.85464879842569,-1.56718927990771,0.0061438948503919,1.60480847978744,-0.230479674648515,0.237330603478224,0.299977671415962,-0.933699448361321,-0.743163175342595
A135,5.64716382101987,5.27472250503287,5.42824401354961,6.64511081725125,5.72848724050337,6.10858803285021,5.50429131965134,5.2722401927381,5.70904096298712,5.96680580226619,6.81684579362579,6.35155629425966,4.45413228967233,5.26643152690432,6.03413660597152,6.58181688713662,3.14257360763952,5.90869823877023,5.40506209701193,5.73871239956164,8.80434637265903,5.06345461078065,6.52970749527396,4.80996097215646,9.56001025543748,7.07537074375942,4.8892498819611,8.6237059370545,4.21272014165687,8.32178061740493,12.2957789128646,9.701830470923,8.99295844428877,7.00946696414849,-3.21079054920447,-1.42327481844597,0.263847820694651,0.228020302114433,2.24206917785608,-0.31460943323117,0.206067323540943,-0.596570601612105,-0.750656731926117
A152,4.47936388879824,5.37897306037095,4.51368576631277,6.8035918755335,5.67854244996657,6.37361612080754,7.37447513565504,5.81041358361992,5.03090981776734,5.20808424986937,5.93834153444169,7.09044152446726,4.17688101024737,5.68023923632242,5.26223363812018,6.44890135733348,4.18646429704943,6.83771790925274,8.53676572801396,3.08808993235545,7.73321559142367,4.46348998299092,4.68417809811512,6.73197881891682,8.96195186339624,6.18487168193867,4.23112727289954,8.06327990138971,4.53331143248849,8.23025158544268,12.5189965194977,9.54919836088398,8.96300646508128,5.50462867778441,-2.4180832575756,-0.262496252169361,0.387465181408874,0.357726589258055,0.391817156687136,-0.0776597180454142,0.303613254363729,-0.964460482020939,0.30197813309384
A18P,5.48238316605081,6.17981586572101,5.58658320700368,6.84693576982023,5.42380919823065,6.34625866290132,7.45630223183939,6.49670748354406,7.01631676953749,4.95122748743592,6.57921854061273,8.73108488068203,4.05509933282774,3.82735895726709,4.8237761909892,6.45223357163571,4.99259132089254,7.46230642213957,5.68316244163107,2.63753292835051,9.2249358322878,4.34832991559907,4.30589464927867,5.39967679559929,9.5746373869389,7.78862736727965,4.07269547298564,7.78476989161014,5.1586686960955,8.22422391762204,13.4024721448413,9.6401512553556,9.55212120551101,6.10399160347518,-0.520077536765423,1.11048889321541,0.344071778326318,0.455450448542885,0.373705429732952,-0.0882134033697699,0.517428945805207,-0.961276340556265,1.04523117805706
A18R,4.38371185434608,6.41369681382094,6.46268361456484,6.94619021313247,5.21041507446865,6.48963082380686,6.04240475656424,6.9765174560165,6.93814846853318,4.59762288803318,4.11301055263259,8.86515084877449,4.75487301661458,5.89715492210765,4.75152120976505,5.7051967005126,4.34197715288491,7.17284359529322,5.52749103508676,2.55696433800058,10.2355573342113,2.90841838307623,4.85031542851267,4.38841132419585,9.39265829529603,9.03008821591133,3.51847186476022,8.58381835505184,4.01804287425073,8.67311540849771,13.3980023022547,9.0961611305692,9.45896267073427,7.26411721461884,-1.96379651511578,1.02573691174609,0.335294483259792,1.12976584779581,0.356945949200179,1.31641876328966,-0.150086399274628,-0.672145182446948,0.488814060125242
A08X,5.54380896917907,5.45924263500879,4.93128057581454,6.95280346494221,5.91369545582584,5.95109527299949,4.55184745834404,6.13216471734665,5.76817752724395,7.24530889222731,7.1506100621993,6.19627310057555,5.27580728990217,4.53358138258879,5.68869149551886,6.20553296630466,2.1825574825478,6.44766485377135,5.73738557143537,3.74017388851812,8.1867560621704,5.12970283905407,5.65401431199046,4.62576483518629,9.3246362359201,6.60730793047873,4.35783162993966,8.15463277383652,3.22424847556107,8.80516792354494,11.6297709991964,8.58389970941951,9.85968235167773,6.86724309765364,-2.78507311374632,-1.77546014418821,0.610553564991745,0.250094289420721,0.186597626890043,-0.0083955134603198,-0.0789175484913591,-0.877433451820475,-0.63292490769149
A0TX,6.61173347198453,6.55548637310705,4.83583402441954,7.36721582351852,7.85874396079345,5.50379391451655,7.76217850963801,5.41813716708507,4.83834181096993,6.08942284007165,5.79133354055041,7.83575621647659,5.18598477179135,3.80019364268794,6.01656666355492,7.00901998719253,3.73890996249334,6.42950193425612,3.89688062646752,3.65493803519733,8.03950686935149,4.80966067051628,6.00023934317693,5.07085841787045,9.5448355511732,6.57389919483259,4.49048318664495,8.39920461376934,4.76492235575099,9.37102878706809,11.9587096179214,8.91770622437191,9.79617582540362,8.00385361239305,-3.18106084376232,-0.924057198947416,0.402500280547784,-0.9874172816331,0.266224531988633,-0.192615006584713,0.139694848403151,-0.759580547734737,-0.682923753609224
A09X,5.37551463114324,6.43959709803625,5.32520917477472,7.09038897364572,6.5939178472652,6.4598422232806,6.27153097767286,5.93339139772648,5.52388607724559,5.82592644327156,2.97701650538838,5.20099462578595,5.17158005000782,3.22624851964212,5.43825961955576,5.61536475937522,2.74566303757663,5.98937388081643,4.19616817004448,2.51885955542697,9.03260391028795,5.64741092194257,6.46185526878649,4.33375044303881,9.25295430008618,7.28661646744771,4.56201943071193,8.85372360361116,4.48986964495609,9.08558138676894,12.2801136992474,9.73682335138269,9.18888588489498,8.67817317571326,-1.91579359679809,-0.642523294127618,0.586647483936492,0.7412375541367,1.83306334839487,0.268951575815833,0.137098912386819,0.199714721859518,-0.0877170906425719
A1AT,5.98964589215151,6.90385543458751,4.50474332184989,7.52935371717601,6.61970340128534,5.70800741970464,6.56926184202454,6.63552317171758,5.70724175891101,5.16716836542143,7.28920031396585,6.75720812515613,4.29772285689779,4.22760776172462,5.66413009221841,8.46122160829526,3.70995009437193,6.73859228017668,8.16960236394506,1.74535466024965,9.54446448468065,4.48586525323416,5.4410110174499,4.96567300790324,9.43180668391118,8.00129691763396,4.61710978651241,8.43403380207013,4.31961590993525,8.69292939108952,12.7417448900681,8.73585744687399,9.13677045560341,7.4270226791708,-1.27717900732223,-0.0043280520839807,0.311268568796799,0.376351356333759,0.958519342261966,-0.146579440689565,-0.0670860454054378,-0.32570022433092,0.27772567002975
A12Q,5.56797808696669,5.80611019928159,4.28725031712608,6.65121854216778,7.00827903261227,6.55484384309208,7.18172687095526,5.36464704707866,4.72199702974554,5.63740027064362,5.99151152003404,8.12411560961648,4.58905462104111,4.95524919483573,5.68103341594866,5.14605627547495,3.15970676224766,6.82438403629905,6.87335410679592,3.68704852924512,7.67194905487311,4.49427281898439,5.12230404159743,3.99831532432198,9.03971707539812,5.89944007423917,3.10523052823849,7.97579096036929,3.4678006076232,7.67773527268643,11.3885026570472,8.91135814691209,9.49672986477991,6.49208525974663,-3.58761932319467,-0.579016971414774,0.205229970728783,0.225535807433242,0.68924095971419,0.0445649746493421,-0.158326812316705,-0.871793272324813,-0.204196617547904
A12T,7.40063771580205,7.9533102224112,5.38298622460513,7.2490498183115,6.49876084217873,6.59934218237765,6.30625666304442,8.07144135494861,4.75841173815205,4.95709094716297,5.21704022927855,6.06371495075217,3.51815824652178,8.78201797922179,3.69164250866059,5.3628817694186,3.4570961550182,6.83930770984377,6.05815728468543,3.00975560793113,8.92941625616204,4.53290951634622,5.2873890742002,4.00728115500747,9.29430848813999,7.29227680910983,4.0993993569959,8.35824461474419,3.05407536648641,7.84489176152656,12.2739132673889,9.15188337628645,9.11924797810719,5.73310619156847,-0.298410574929303,-0.000757611446071,0.110327378382622,0.725592313398151,0.822270967058973,-0.122937491084374,-0.277170707731291,1.99766780354621,-0.293680216877544
A0RH,5.49553387356973,6.8665278391905,2.87179481928943,7.66770944925223,8.16759223823144,5.41598033091018,4.81165531768258,7.3489754527161,4.29544907783372,5.18382746267491,7.38482739539498,6.27963435117606,3.74165577349274,7.02319209783592,2.89163127244638,7.73541465590726,3.03758031502065,5.67141415878004,7.03577534017323,4.08684219337658,8.3901770068538,3.82983259175233,4.93518559189856,3.45219506427868,8.9685775707384,6.40749029185025,4.12884629469169,7.57920432970352,4.87713830653069,7.87978012202972,11.2743330161352,9.76914466505322,8.33503063983563,4.6483857204148,-1.55469936759022,-0.247797926475893,0.470642587997167,-0.54523217196872,0.102253309318909,-0.156676495940902,-0.161236388264354,-0.0355208279696173,-0.0254531917554275
A07I,5.00397334747363,7.30972937313323,5.19832044930919,7.45301171400175,7.52249712593339,8.04557919253998,6.57110353814491,6.85830899690212,5.29336044539873,5.53356765510195,3.86373014944476,6.79378921858808,4.50463868286838,9.48377505885844,5.03068835130611,5.55778959537206,3.24539199515597,8.05129095018455,6.74963067333722,3.21704296746795,9.43183538562628,3.5459890154016,3.95510168072334,4.79516076785365,8.05300375016231,7.5385791632579,5.28058759502389,7.43383385531957,3.72377613461688,7.62787621670377,11.2164421150415,9.52851510846747,8.98102731316498,6.23363718009732,1.60715476600197,0.722911956038553,-0.223505731727782,0.301595942198132,0.578473866813754,-0.20927733200789,0.307001245293702,-1.01908568278728,0.524207599074425
A04W,5.96384449468329,5.37060753760963,2.9954812532711,6.4936814478497,6.04011568052794,5.30843405453969,5.96950894384304,4.75401625410976,3.93736826451958,6.50541510631273,5.67098231319823,6.30001303054942,4.67301483784626,5.03576226685625,4.25562650385915,6.97291803319703,1.84122521140776,5.6910063665546,6.28872934435801,4.34375202924137,7.5416067590033,4.79225744038126,5.26134784341701,4.64262136148012,8.70670885272307,5.75263036626055,2.95981153736082,8.85186164165844,4.04578476047068,8.11773460234969,11.3721028124529,8.75764368529992,8.7263695047248,5.69297556136717,-3.54780395766184,-1.26042947802294,1.32131388793489,0.386369390804976,-0.525001949331722,0.865814539067283,-0.0110588440678345,-0.886086234841802,-0.660102326995003
A12P,4.74332809890012,4.89183055679138,5.07034731157419,7.56863717092585,6.54714823666386,4.98048113500492,5.19328815880245,5.30986975069666,5.44638660741245,7.30332209948313,5.38446191506984,6.55972131308879,5.67325741379534,6.12953358619349,5.27616387327357,4.59415781543057,3.17155008520423,6.10073396390437,6.62099386394581,4.61839920776797,7.63415624891567,4.66236985108032,3.72207609720459,4.74144142207152,8.54466845850645,5.84353960969026,4.66236985108032,8.01445991647794,4.44336006913853,7.70983942468569,12.1329571248847,8.4059242624362,9.46899888882531,6.60537987249549,-3.40008395536423,-2.00971549860093,1.23365872098611,1.32527927436868,-1.02921066634031,0.55804574029497,-0.0512497972777919,-0.784253265315794,-0.566564139738751
A0EQ,3.6131767899157,5.81441289087031,5.39575529752624,6.83938416535945,6.43062623135072,5.33783441724978,5.92330993297754,6.16319292718943,5.82349750347463,5.26645859125524,6.79872641739056,6.31147817765816,5.10530506971382,4.25832873411075,5.13737196186963,6.52896747962034,3.26337442768189,6.46893275862375,5.16874157125469,2.42153775965769,10.5005551243093,5.67266194229699,7.95184038972501,5.44499457891987,9.35680905316767,9.21034797966751,5.81303459866154,9.13591780450129,4.91447986222109,9.54401638067875,13.4325622715124,10.0977016862769,9.90386560107026,9.24440074786198,-1.77696254771473,1.22261228401751,1.08402036406624,0.302788745455664,-0.123530013624139,-0.282247470946703,0.132368485292392,-1.01080100073609,-0.607641441528096
A0D1,3.89096626745053,7.22464872456869,5.08708051768294,7.17605208871361,6.37039916011361,5.35287694186105,6.3248955949196,3.44028094505507,4.82410752202347,5.56951926359391,7.78839412836048,5.61449437289586,5.37082752416988,5.77613775449915,3.21072582577086,4.24974966744057,2.9376035213482,6.11501678553469,3.05473491106148,2.0669849799679,8.97690126221223,4.66864025284173,5.84313798407386,5.77584985427806,9.15369899861161,7.19613960011575,5.23423742869595,9.11489648273129,5.56172504892521,8.70577141854192,12.8713658030902,9.59219695510222,8.25291559230155,4.99221620061057,-2.65161839438451,0.483207250774545,0.529499959307574,0.393020924752827,0.60689143903521,-0.312899665087677,-0.191137945410097,-1.01083854833048,-0.600970907426083
A09G,4.91826007816344,5.84513705947169,4.28426770098559,7.92867945969659,5.83010729625382,6.36591753884963,6.63553549560414,6.79476317481116,5.40558065546252,4.76863473345143,5.84395614487601,9.92344864581306,4.75864275496935,2.08509269129255,5.07678369978562,6.03612693892178,4.60818305763799,6.87653894134466,6.80794477931399,2.51519986991089,7.00261769670095,4.12934138169764,4.27871900573587,4.07590212273618,8.23215218728142,5.48753302057178,3.96269151228819,7.4274664519998,2.74029909095174,7.86170926412542,10.7123899495528,7.89680357663173,8.69116738362086,7.42212313092549,-2.08636631535453,-0.70380200064916,0.137667396590115,0.238493866088518,1.10704902805135,-0.017103440996075,0.143300382131895,-0.87788412740202,-0.413407181631969
A1B0,5.8736592568991,5.21625940148679,5.38066294193049,6.57291745778636,7.69976697009866,4.77514543326224,6.1030405354102,6.34866077268266,6.64362822110026,6.65177192850332,6.3459350389771,6.37212603357388,4.23799365249628,5.94878669158046,5.79764896998936,4.86718505568829,3.38775665263322,6.81405113481147,5.40485569219402,2.73752866335386,9.47584594272197,4.57143633661721,5.56398053169816,5.86026674332834,9.47584594272197,7.98414803329514,3.99389130745853,8.33017469532297,3.69944394899328,8.43402576702734,12.7600889047594,8.53852886467711,10.1831076475096,7.18826935262539,-3.18610988173226,-1.42351595074067,-0.584184872502989,-1.19326067154225,-1.30799968735291,-0.0931891625479071,0.162832781175795,-0.912308565960912,-0.674525980522743
A14P,4.55221334616714,5.30486819280577,6.22025901132877,8.29576964184401,5.15421661882644,5.43013580904767,4.96717246145971,7.1421639586645,4.94811728040307,6.58319140670947,5.72770226607218,6.79876356739012,4.83130067526663,3.99180526931814,6.15950781206791,7.36577606067254,2.36050822913162,6.19186250584597,4.87836318324757,4.70985291019234,9.8709702918852,6.23577896323761,7.18149730219784,5.4716833142916,9.99821902443043,8.47960855523634,3.33320136050017,8.16117201631642,5.08089336125943,8.50133084828087,13.0063917570494,9.01991092847791,9.78355090465035,7.86423359883197,-2.04028769218371,-0.827148157381731,0.051714413182674,0.561603607179243,0.223602186932289,0.469281220043342,-0.0626638475310206,-0.735838328849943,-0.297334860159194
A0T1,5.5833508490934,4.92499332800425,4.18411898847021,7.18989683337567,6.19072352977956,5.83829245950036,6.45048335636859,6.6240784015786,4.23058008148189,6.91234951416959,7.26996590439993,5.73724561889318,5.18770184377946,3.35558561449643,4.86687894903141,7.5594025112205,2.51172877911358,5.84165982711782,5.09544561686366,3.37778742043837,8.65707565272576,4.66238945262223,5.39254986888332,4.85291135867165,9.67978741108008,7.22741310629005,4.13564156584636,7.34311093614881,4.66238945262223,8.42917166559201,12.1554678477896,8.61164971737741,9.2166171339285,8.642092038389,-3.51546362141838,-0.584612651640051,0.217639008300566,-0.195629346708896,-0.392243517251131,-0.472069189947643,-0.0050794441858963,-1.04506168785633,-0.469343168885908
A137,4.97333222071794,6.1411561426781,5.62206047783012,6.53339547795615,6.30478095384328,6.25904089198838,6.53372656576922,6.43409572924589,5.36278917363915,4.59672393551783,4.50904628789689,7.10937465745671,4.60005591177614,4.84159104853594,4.06894312229521,6.45494799603565,3.65706187573362,6.05758153614079,6.40866853557339,3.0688027443837,9.75614599730514,4.02937455127742,3.94153120229946,4.55425923140333,9.95331001374472,8.60031905861871,3.77725592292281,7.89510129765478,3.52433559485321,7.75580111622276,13.6696576281037,8.66884119900187,9.26620621134984,4.6836631226344,-3.09693933243923,-0.264543686219237,0.914000839491604,0.853590467957135,0.497960514731582,0.538158594337832,-0.0752758241210423,-0.980190194890083,0.320063539292497
A13Z,3.28282490612598,5.84398299287534,5.26230269686194,6.5721687563597,6.94388521410286,7.24679157217953,4.91840637873965,3.9176166918592,5.35650488851864,6.42631666433588,7.64582870653946,5.65706274859222,4.85223723048047,5.39459335766503,5.72982898846464,7.75195078936366,4.29998248641542,6.96051959644811,4.06163247310583,6.22809662068325,8.48318791452689,3.37800057319939,5.81250793667646,4.67035555270341,10.0649070359624,6.52450468623995,4.32475855192241,7.9931370608312,4.96296307392055,8.17109727476733,12.0793949366041,9.58660604280576,9.86216673177463,7.29045605532543,-3.38062019252013,-2.01133401329421,0.148538855925603,0.732502400318487,0.0704411585955917,1.20286275462324,0.0784233157424677,-0.965185601495266,-0.521009549718206
A08L,5.32121238769708,5.93198540406331,4.5972388662279,7.40335066680776,6.39657654132075,5.15488292817091,5.75363607856776,6.17753623239809,5.25832519319962,6.13120865631098,7.5467706909488,6.81788955601313,5.76890974685625,5.21166600531032,4.25147209315105,5.62677530370439,3.11118580455341,5.92291071448138,3.04884750972556,4.20458687326037,11.0867247050131,6.26320005209314,6.68780543607202,4.93852658046696,10.4267110288162,9.20656166735912,6.63790899182501,10.0384629469911,5.53716401808519,8.73702152560433,13.9120121268791,10.4497897830368,9.7927122559683,6.6796082831054,-0.483842577434337,-0.755159060685038,1.01114890972064,0.475894886385004,-0.809353923059584,1.3255173914556,-0.0950339141141957,-0.980604729528815,-0.670850147831812
A0IK,5.63339403702384,5.99968435420197,4.57016814215824,6.56620177516638,5.58981726358677,6.90534686611855,6.66207498891032,6.73491862529236,4.99482734608791,5.5743858961578,3.71231149934798,7.67045272570662,4.85457524174793,6.68634498750391,3.90749803725052,6.67999764433891,3.43115920630839,6.45957335634885,7.45663918194371,2.83580882048933,7.54056357428345,4.45830589216437,4.07881250974319,4.20114805266724,9.15458744014017,6.07561717058338,3.7664281875267,6.80745545578675,2.75048664365768,6.90788972484532,10.4806737051928,8.0780143381926,8.36650446160762,6.30575745944203,-1.3222293552828,-0.938669998452887,-0.401071646020656,-1.20419786931057,-0.26622222436705,-0.310242685702465,-0.333546953910962,2.26877849460764,-0.167765955017768
A12D,4.60495309583135,5.24321520522258,4.10248268546714,8.12291906577184,6.29584721911485,4.96486819992234,6.1942890551154,6.15772973868284,5.28432900575392,6.38344427169727,5.76702574738316,8.66665516771154,3.19573319601992,4.36009584329442,6.58691664495093,4.98477636347056,3.39275222344649,6.32066202487039,6.53571604557732,4.72926465156416,8.85839725197018,5.94563009002499,5.3577203052535,5.18890124103736,8.92711000205419,6.71289572446709,4.11751660780059,8.82036684453236,4.75045913742357,8.27694923542526,12.0255393095567,9.26814691988926,9.41785258704718,7.2687354147132,-3.34627570986298,-1.19800528823438,0.500734370747852,-0.0045644651000728,0.344117352431094,0.329379194313875,-0.155937605468305,-0.92586293186643,0.73226260065519
